CUSTOMER_ID,Recency,CITY,GENDER,MARITAL_STATUS,CHILDREN_COUNT,AVG_AMT,AVG_QUANTITY,FREQ_SUBCAT,MEAN_PROFIT,AVERAGE_MONTHLY_SPENDING,DAY_DIFF,TOTAL_TRANS,AGE,MEMBER_MONTHS,SPEND_RANK
21124,40,9122,0,0,0,35.77651515,3.69697,2,7.333333333,190.3918138,32,66,76,43,0
190774,19,9122,0,1,3,40.34375,4.171875,2,8.051453488,226.3767453,304,64,67,32,0
102775,5,9122,0,3,0,38.38214286,3.928571,2,7.745989305,227.8221656,101,70,29,18,0
40878,8,9122,2,1,2,36.24038462,4.057692,2,7.309722222,182.6876785,262,52,38,55,0
119367,10,9122,0,0,0,45.625,4.671429,2,8.020238095,294.6433126,41,70,55,24,1
87422,20,9122,0,0,0,35.69927536,3.536232,2,7.368965517,202.7161578,195,69,53,28,0
60864,4,9122,1,0,1,36.3625,3.683333,2,7.151633987,181.0094655,73,60,46,18,0
195037,26,9122,1,1,4,41.75416667,3.966667,2,8.006687898,206.8306053,341,60,69,41,0
97076,12,9122,0,1,1,42.81372549,4.45098,2,7.557615894,190.654217,132,51,50,40,0
146559,8,9122,0,0,0,41.77142857,4.128571,2,7.506,268.0439321,107,70,38,28,1
191049,11,9122,0,0,0,37.56862745,3.980392,2,7.27761194,153.992877,194,51,65,41,0
117867,5,9122,0,2,1,39.39150943,4.207547,2,7.407142857,187.2003263,117,53,76,23,0
56223,5,9122,2,1,2,39.42924528,3.981132,2,7.632042254,172.4998647,295,53,17,44,0
197226,9,9122,2,3,0,48.15384615,4.907692,1,8.66865285,276.7956377,157,65,24,30,1
34888,2,9122,0,0,0,39.44339623,4.245283,2,7.314052288,187.942343,139,53,45,44,0
148348,17,9122,1,1,3,41.38405797,4.318841,2,7.549481865,252.9878473,111,69,31,35,0
122454,1,9122,2,1,0,38.3671875,4.078125,2,7.496176471,204.1254441,160,64,68,49,0
80588,27,9122,1,1,1,37.45762712,3.779661,2,7.586624204,208.3112591,81,59,46,32,0
104642,9,9122,0,1,1,37.67578125,3.90625,2,7.544940476,207.1523597,96,64,77,54,0
85740,8,9122,2,1,2,49.21917808,4.917808,2,7.914618644,343.1749886,152,73,69,43,1
60548,2,9122,1,1,1,40.72761194,4.089552,2,8.006145251,239.2752228,244,67,23,43,0
64281,3,9122,0,1,0,42.41525424,4.271186,2,8.030909091,235.3834389,56,59,32,36,0
143241,13,9122,0,0,0,49.01071429,5,2,7.803070175,354.7409051,184,70,79,47,1
86481,15,9122,0,2,1,41.17857143,4.328571,2,7.095215311,288.2887501,142,70,59,36,1
184650,19,9122,1,1,3,48.87727273,4.654545,2,8.118103448,283.25,62,55,23,28,1
186309,2,9122,1,1,1,41.05208333,4.277778,2,8.024,294.1424077,35,72,55,39,1
112278,21,9122,1,1,4,37.22692308,3.461538,2,8.128807947,196.0629459,208,65,42,40,0
25896,29,9122,0,1,3,39.67553191,3.808511,2,7.844166667,153.8095591,170,47,78,22,0
136213,13,9122,0,2,2,38.85384615,3.846154,2,7.968421053,255.7823899,100,65,32,47,0
47692,6,9122,0,0,0,41.69090909,4.327273,2,7.736184211,196.2096969,69,55,34,54,0
180391,13,9122,1,0,0,37.48404255,4.212766,2,7.551190476,165.5565732,68,47,80,28,0
159254,7,9122,1,0,0,40.52966102,4.525424,2,7.201977401,231.9792179,182,59,33,49,0
130759,13,9122,1,0,0,37.26102941,3.808824,2,7.119101124,256.0698166,129,68,46,22,0
91204,8,9122,0,0,0,43.42307692,4.730769,2,7.803741497,233.1239889,16,52,79,22,0
122900,15,9122,1,0,0,41.23333333,4.4,2,7.530747126,208.159215,159,60,82,23,0
87121,13,9122,1,0,0,39.8,3.766667,2,7.815432099,217.1118421,58,60,33,42,0
36131,7,9122,2,3,0,41.56666667,4.688889,2,7.080208333,177.4619812,154,45,36,23,0
66512,6,9122,0,1,2,41.74180328,4.114754,2,7.913719512,229.0505761,157,61,40,19,0
91363,16,9122,1,0,0,36.05729167,3.958333,2,7.597177419,140.8874479,211,48,38,38,0
119636,13,9122,2,0,2,38.75,3.8,2,7.362580645,213.5333109,15,60,19,49,0
118142,2,9122,1,1,2,37.78214286,4.128571,2,7.237371134,260.5316492,22,70,26,32,1
141549,4,9122,0,2,5,42.06557377,4.229508,2,8.126627219,218.4393345,143,61,73,50,0
47382,0,9122,1,2,1,46.98507463,4.925373,2,7.926682692,307.1552518,326,67,51,26,1
92916,6,9122,0,1,1,38.1712963,3.981481,2,7.248322148,167.1497115,122,54,37,55,0
130489,4,9122,2,1,1,41.79225352,4.169014,2,7.557881773,251.8147321,197,71,41,52,0
192655,13,9122,1,3,0,38.34583333,4.2,2,7.058823529,225.5996049,181,60,41,15,0
60421,2,9122,0,0,0,42.52364865,4.689189,2,7.430493274,286.8214286,254,74,48,33,1
64398,4,9122,2,2,2,44.73809524,4.444444,2,8.075977654,252.0481938,91,63,30,34,0
46721,1,9122,2,0,0,40.65079365,4.15873,2,7.475842697,222.9642857,69,63,78,15,0
95596,7,9122,0,1,0,36.74038462,3.634615,2,7.396641791,148.9566733,120,52,63,23,0
72755,17,9122,2,1,3,44.81363636,4.418182,2,8.181210191,222.650625,81,55,37,16,0
180934,1,9122,1,3,0,37.375,3.689189,2,8.118435754,224.9410941,84,74,32,21,0
132462,2,9122,1,2,2,37.31896552,4.017241,2,7.500955414,202.7198224,347,58,70,33,0
122856,29,9122,2,3,0,37.35869565,3.521739,2,7.745857988,218.6783639,42,69,58,47,0
127043,13,9122,1,0,1,37.04705882,3.717647,2,7.579816514,281.2701888,115,85,69,26,1
34346,4,9122,0,3,0,39.25454545,4.2,2,7.191139241,206.8592591,277,55,30,24,0
179959,0,9122,1,0,0,40.32258065,3.709677,2,8.332,193.6192758,269,62,81,28,0
139227,4,9122,1,1,2,40.51027397,3.917808,2,8.223404255,237.4734796,66,73,18,25,0
104452,30,9122,0,3,0,46.81018519,4.777778,2,8.083850932,234.2384393,210,54,81,15,0
173326,12,9122,0,3,0,38.74166667,3.683333,2,7.627564103,196.7607393,193,60,72,38,0
70871,9,9122,0,1,2,46.14732143,4.75,2,8.484036145,242.5586783,225,56,59,19,0
100920,3,9122,1,0,0,38.43103448,4.189655,1,6.790697674,233.2107789,158,58,37,49,0
132758,14,9122,0,0,0,43.3452381,4.214286,2,8.181304348,155.9018698,99,42,17,35,0
27581,19,9122,0,1,3,41.40686275,4.529412,2,7.230254777,208.3902587,37,51,54,41,0
152523,1,9122,0,3,0,40.37857143,4.428571,2,7.913451777,267.8338589,66,70,29,30,1
49702,3,9122,0,3,0,42.62692308,4.323077,2,7.955586592,240.5874668,222,65,66,27,0
181561,3,9122,2,1,0,38.63181818,3.963636,2,7.373355263,213.3714962,29,55,72,20,0
143041,18,9122,0,1,4,39.55555556,4.518519,2,7.33483871,195.2226008,112,54,33,37,0
107726,11,9122,0,0,0,36.71691176,3.794118,2,7.663690476,192.8991428,250,68,36,51,0
61507,38,9122,0,1,4,39.48846154,3.876923,2,7.513920455,233.285302,94,65,32,17,0
161374,2,9122,1,0,0,41.77238806,4.507463,2,7.875252525,242.329614,171,67,23,53,0
176095,13,9122,2,1,4,43.52542373,4.338983,2,7.85443787,228.8259275,182,59,37,45,0
64040,3,9122,1,0,0,39.53787879,4.015152,2,7.459444444,213.4504619,149,66,60,39,0
190000,1,9122,1,0,0,39.72222222,3.87037,2,7.704964539,179.2508149,98,54,32,45,0
91729,3,9122,2,1,2,35.3943662,3.774648,2,6.975268817,206.9480571,105,71,51,53,0
63963,4,9122,2,0,0,44.72727273,4.618182,2,7.488622755,227.2236902,50,55,77,32,0
50880,8,9122,0,1,2,37.69166667,4.083333,2,7.874025974,197.4213502,112,60,43,47,0
77136,2,9122,1,0,0,43.07638889,4.111111,2,8.559210526,277.0869226,48,72,18,40,1
90740,18,9122,1,1,2,42.51724138,4.241379,2,7.781212121,229.9465235,2,58,54,29,0
35999,28,9122,0,0,0,43.11111111,4.587302,2,7.808108108,297.7106027,182,63,80,17,1
115423,14,9122,0,0,0,35.81785714,3.785714,2,7.323076923,207.4218783,173,70,62,18,0
119002,17,9122,1,1,0,44.24583333,4.283333,2,8.030116959,247.6185132,115,60,43,25,0
50450,13,9122,0,0,0,37.89552239,3.537313,2,7.765406977,207.9732116,58,67,36,27,0
23433,3,9122,0,1,4,41.35087719,4.333333,2,7.191812866,210.1083434,177,57,24,55,0
45609,18,9122,2,0,0,41.36574074,4.611111,2,7.445031056,217.5129347,136,54,40,32,0
155126,11,9122,0,0,0,47.67647059,4.929412,2,8.513333333,389.3184572,145,85,32,27,1
128940,13,9122,1,0,0,33.98790323,3.822581,2,6.854294479,191.8836102,129,62,29,23,0
39348,2,9122,0,0,0,38.98880597,3.776119,2,7.313315217,230.603038,240,67,39,36,0
46269,14,9122,1,1,1,36.23333333,3.866667,2,7.122083333,128.7832833,131,45,24,53,0
74365,16,9122,1,3,0,36.140625,3.6875,2,7.546202532,175.8463534,78,64,70,52,0
96270,13,9122,0,1,4,37.06338028,3.661972,2,7.214659686,209.7487407,34,71,66,54,0
123154,2,9122,2,3,0,42.00877193,4,2,7.699683544,230.7371881,91,57,48,31,0
157495,2,9122,1,3,0,42.02142857,4.414286,2,8.020418848,276.667965,37,70,47,35,1
133424,18,9122,0,1,2,40.20614035,4.140351,2,7.227710843,193.0062965,131,57,52,40,0
184615,7,9122,1,0,0,45.72333333,4.293333,2,8.45,318.6212108,22,75,75,37,1
24962,8,9122,1,2,2,41.325,4.25,2,7.82439759,223.4644706,194,60,56,40,0
42851,4,9122,0,0,0,41.67164179,4.19403,2,7.897513812,257.6164445,76,67,50,13,0
145484,4,9122,0,0,0,39.35775862,4.086207,2,7.700645161,186.3342268,280,58,81,40,0
113412,8,9122,1,1,2,44.01689189,4.148649,2,8.769430052,251.099305,109,74,17,19,0
70108,4,9122,2,0,0,46.28472222,4.638889,2,8.4615,292.4959926,149,72,29,44,1
198261,39,9122,0,0,0,39.1875,4.46875,2,7.370491803,233.3299481,77,64,22,40,0
25645,3,9122,1,1,0,38.86885246,3.95082,2,8.705442177,187.60621,175,61,66,51,0
23690,3,9122,1,1,1,44.24090909,4.8,2,8.0853125,209.5615072,130,55,68,51,0
52823,2,9122,1,1,0,39.025,4.38,2,7.444520548,206.5673086,28,50,74,20,0
76813,9,9122,2,0,0,35.75531915,3.93617,2,7.445454546,154.0909003,31,47,47,45,0
107406,0,9122,1,1,3,36.57936508,3.920635,2,7.175149701,194.5361951,75,63,58,25,0
94960,9,9122,2,0,0,43.68076923,4.369231,2,7.517724868,275.7703259,108,65,46,16,1
125632,7,9122,0,1,3,43.81603774,4.584906,2,7.681761006,226.8410816,125,53,65,44,0
114062,23,9122,0,0,0,41.88362069,4.258621,1,7.343965517,231.476723,100,58,50,46,0
91722,3,9122,2,2,2,37.06617647,3.588235,2,7.775,200.1543761,294,68,81,35,0
86185,4,9122,1,2,4,42.77380952,4.15873,2,7.798044693,259.2636969,113,63,79,20,0
25861,2,9122,0,3,0,40.91901408,3.971831,2,7.476262626,285.5443038,87,71,40,42,1
101836,4,9122,0,1,0,40.53070175,4.175439,2,7.439939024,200.8350376,157,57,55,44,0
67230,5,9122,1,3,0,36.84756098,3.97561,2,7.564622642,130.6231225,376,41,61,38,0
97382,11,9122,1,0,1,35.66525424,3.40678,2,7.779285714,174.1671778,72,59,35,53,0
110413,8,9122,0,0,0,39.45220588,4.029412,2,8.172,246.2957516,110,68,38,22,0
178470,0,9122,0,0,0,39.1468254,3.968254,2,6.725405405,244.6365273,141,63,26,54,0
155077,17,9122,0,1,3,48.54032258,4.741935,2,8.403174603,307.7278913,18,62,40,20,1
180714,4,9122,1,1,2,39.19672131,4.131148,2,7.199710983,207.1281201,243,61,35,51,0
130962,6,9122,0,1,2,43.03896104,4.246753,2,8.175238095,284.1772897,75,77,35,45,1
43469,3,9122,1,3,0,43.10869565,4.623188,2,7.164485981,274.2438278,171,69,40,13,1
100386,15,9122,1,1,2,35.92672414,3.775862,2,7.529054054,194.2536267,57,58,58,27,0
112435,8,9122,1,1,4,37.65492958,3.746479,2,7.574033149,250.7468131,10,71,76,39,0
100808,13,9122,1,1,2,39.70588235,4.132353,2,7.327638191,264.8539043,121,68,61,21,1
110719,3,9122,0,0,0,40.4279661,4.237288,2,7.995398773,223.2751745,231,59,78,37,0
147943,4,9122,2,1,3,40.10714286,4.380952,2,7.792485549,243.7979592,41,63,26,34,0
103228,4,9122,2,0,0,36.15350877,3.736842,2,7.9625,149.7452343,33,57,44,31,0
129087,2,9122,0,1,2,38.375,4.274194,2,6.921311475,196.8300381,340,62,60,46,0
187234,2,9122,0,0,0,37.00409836,3.459016,2,7.395098039,176.3341934,119,61,39,28,0
70039,14,9122,1,3,0,44.8,4.476923,2,8.24973262,318.6201432,35,65,37,15,1
51949,9,9122,0,1,2,42.6780303,4.454545,2,7.154878049,309.2106213,185,66,41,26,1
130216,32,9122,1,0,0,38.24509804,3.862745,2,7.754850746,173.2739306,132,51,57,53,0
102830,15,9122,0,0,0,41.16153846,4.061538,2,8.235755814,236.8750909,156,65,56,18,0
52678,8,9122,0,2,5,46.92692308,4.938462,2,7.662380952,308.5198864,116,65,52,39,1
46291,1,9122,0,0,0,45.03846154,4.653846,2,7.908333333,253.3169229,11,52,81,13,0
139581,5,9122,2,0,2,38.37916667,3.816667,2,7.734935897,176.4228971,73,60,57,19,0
195241,5,9122,0,0,0,37.93309859,3.929577,2,7.487634409,224.1090728,175,71,57,13,0
106407,2,9122,1,2,2,37.55701754,3.701754,2,7.707876712,163.5004041,105,57,65,27,0
40030,27,9122,0,2,2,43.70138889,4.402778,2,7.287616822,284.6096314,205,72,59,28,1
78846,6,9122,1,0,0,32.21428571,3.428571,2,7.091791045,154.6900987,41,56,50,33,0
53543,2,9122,2,1,1,40.6969697,4.333333,2,7.37712766,236.7785226,93,66,19,15,0
164601,3,9122,1,3,0,44.66532258,4.564516,2,7.929329609,245.879922,196,62,46,29,0
186328,8,9122,0,3,0,40.36818182,4.290909,2,7.884768212,191.4712999,220,55,82,39,0
141866,2,9122,1,0,0,37.81854839,4.129032,2,7.119476744,193.0458591,128,62,33,14,0
158143,27,9122,0,2,0,41.78378378,4.405405,2,7.690521327,311.1223932,140,74,72,30,1
78250,27,9122,0,3,0,40.91428571,4.428571,2,6.944075829,289.9369901,266,70,25,19,1
83003,12,9122,0,0,2,34.24537037,3.259259,2,7.9464,146.5977777,235,54,59,26,0
124392,5,9122,0,1,2,42.81147541,4.42623,2,8.066091954,224.5970006,84,61,65,28,0
176038,12,9122,1,1,4,43.82727273,4.345455,2,7.703184713,224.7814996,163,55,47,51,0
57238,11,9122,2,0,0,44.00378788,4.5,2,7.967894737,263.7293646,88,66,17,53,1
45856,9,9122,0,0,0,37.98106061,3.878788,2,7.984226191,212.8380362,62,66,55,26,0
72190,3,9122,1,1,1,41.02857143,4.171429,2,7.81540404,239.9295753,162,70,21,15,0
100201,12,9122,1,1,2,38.32857143,4.414286,2,6.915853659,247.1505001,48,70,69,26,0
112953,1,9122,0,2,0,38.24553571,4.053571,2,7.257692308,184.3719512,95,56,35,40,0
93785,2,9122,1,0,0,42.55,4.683333,2,6.969312169,261.2203148,42,60,66,24,1
143339,13,9122,0,0,0,36.92424242,3.818182,2,7.668639053,205.0548869,86,66,22,15,0
142661,5,9122,1,0,0,39.22727273,3.840909,2,7.479831933,145.2678138,35,44,72,19,0
125919,25,9122,0,0,0,35.59574468,3.531915,2,6.98625,164.2697555,132,47,63,37,0
165475,7,9122,1,1,1,40.62,4,1,8.140151515,169.1646341,181,50,69,21,0
58589,6,9122,1,1,1,43.203125,4.53125,2,7.175,255.8213138,120,64,34,54,0
106122,6,9122,0,2,0,35.54237288,3.813559,2,6.795962733,182.2686786,129,59,73,26,0
56559,1,9122,0,0,1,40.02054795,3.931507,2,7.596446701,240.9907997,11,73,21,49,0
39304,13,9122,0,1,2,48.51785714,5.178571,2,8.284593023,272.1294549,115,56,67,45,1
150445,1,9122,1,1,2,48.81640625,5.0625,2,8.160643564,302.6103637,181,64,31,28,1
94201,8,9122,1,0,0,41.93461538,4.323077,2,7.805135135,265.1941681,32,65,75,39,1
94156,1,9122,0,1,2,43.8,4.276923,2,8.115934066,255.558204,46,65,37,32,0
103767,18,9122,0,0,1,45.47083333,4.766667,2,8.460285714,248.347557,204,60,31,46,0
33208,12,9122,1,1,2,41.4453125,4.296875,2,8.051988636,228.1105618,94,64,41,23,0
163989,13,9122,0,1,2,41.59931507,4.164384,2,7.605399061,310.5990159,154,73,58,35,1
57524,18,9122,1,0,0,35.85769231,3.723077,2,7.268452381,182.7484505,175,65,77,49,0
64498,6,9122,1,1,2,44.82792208,4.428571,2,8.423023256,311.3130269,60,77,38,53,1
150439,13,9122,0,0,0,45.10833333,4.666667,2,8.426988636,262.7837838,144,60,62,30,1
176305,0,9122,0,2,2,44.97826087,4.681159,2,7.985279188,304.6720476,91,69,66,37,1
199528,7,9122,1,0,0,37.64583333,4.041667,2,7.7215847,221.6733558,174,72,23,41,0
68520,27,9122,0,2,2,35.08333333,3.652778,2,7.584065934,235.3706333,96,72,31,23,0
163947,12,9122,0,0,0,37.25324675,3.792208,2,7.207560976,272.55376,63,77,61,14,1
157068,22,9122,2,0,0,40.4047619,4.031746,2,7.293313954,240.8663421,30,63,58,16,0
133391,9,9122,1,0,0,41.81967213,4.508197,2,7.278010471,270.1378372,141,61,17,14,1
171393,2,9122,0,0,0,44.95486111,4.833333,1,7.28362069,366.7107535,106,72,48,17,1
92649,17,9122,1,0,0,40.53125,4.160714,2,7.411875,216.2419226,139,56,64,14,0
69193,28,9122,1,1,1,41.30859375,4.4375,2,7.351041667,238.907107,216,64,67,36,0
149432,4,9122,0,3,0,40.8117284,4.17284,2,8.120095694,318.4958075,126,81,35,47,1
191199,18,9122,1,1,2,40.90384615,4.211538,2,7.820608108,200.9133925,38,52,68,15,0
118050,9,9122,1,0,0,45.13135593,4.59322,2,7.651111111,270.8656897,104,59,44,28,1
78863,6,9122,0,1,3,40.54891304,4.173913,1,7.922932331,173.4640362,226,46,38,39,0
59383,60,9122,0,0,0,45.94607843,4.568627,2,7.907843137,210.29076,280,51,27,47,0
38334,13,9122,1,1,4,39.07352941,4.137255,2,7.108992806,202.1563461,28,51,51,41,0
123249,22,9122,0,0,0,42.15277778,4.574074,2,7.626602564,213.8563603,103,54,38,38,0
138092,2,9122,2,0,0,39.31985294,4.25,2,7.39469697,259.731668,107,68,31,38,0
116152,12,9122,0,3,0,36.17465753,3.630137,2,7.375271739,221.7313312,105,73,74,22,0
122667,9,9122,1,0,0,31.359375,3.15625,2,6.913513514,135.0553112,100,64,31,44,0
124033,3,9122,1,0,0,30.05288462,3.365385,2,7.350877193,127.5098911,145,52,40,34,0
197747,2,9122,1,3,0,40.17982456,4.105263,2,7.821612903,199.8294775,70,57,21,47,0
126925,24,9122,0,2,1,35.42241379,3.741379,2,7.204697987,189.0819864,20,58,62,25,0
30489,8,9122,0,0,2,37.45714286,4.1,2,7.221144279,239.6010544,191,70,69,41,0
81296,24,9122,2,2,0,40.52112676,4.014085,2,8.275698324,223.7814358,165,71,52,51,0
190363,21,9122,0,0,0,42.08203125,4.265625,2,8.292941177,238.313845,169,64,63,35,0
64984,7,9122,0,1,0,37.40079365,3.666667,2,7.5140625,211.6105623,31,63,57,37,0
101200,6,9122,0,0,1,41.70614035,4.017544,1,7.989932886,209.2179039,140,57,31,21,0
109547,2,9122,1,0,0,42.07352941,4.352941,2,8.007880435,261.58291,101,68,81,31,1
116771,4,9122,0,0,0,41.43493151,4.109589,2,7.60425,259.1274971,65,73,33,25,0
170123,8,9122,1,2,2,37.63306452,3.790323,2,7.646226415,192.544811,107,62,83,16,0
138218,13,9122,0,2,4,39.94520548,4.082192,1,7.504166667,246.6107907,92,73,56,45,0
78786,6,9122,1,1,2,40.76984127,4.174603,2,7.892441861,249.0607322,77,63,43,47,0
28728,0,9122,0,0,0,39.63942308,4,2,7.932014389,188.9968833,65,52,77,37,0
131257,11,9122,0,3,0,35.8358209,3.641791,2,7.373809524,189.7934771,101,67,72,45,0
114414,11,9122,1,1,3,39.48913043,4.043478,2,7.751336898,289.6717142,115,69,61,15,1
160708,12,9122,1,2,4,40.14361702,4.085106,2,7.690458015,188.9332372,81,47,71,39,0
34397,17,9122,0,1,1,42.16666667,4.483333,2,7.997093023,227.7736725,145,60,26,41,0
84227,3,9122,1,0,0,40.98809524,4.031746,2,7.832267442,247.5483052,128,63,54,17,0
193627,5,9122,0,1,2,41.40254237,4.661017,2,7.670175439,243.2496844,14,59,29,23,0
138724,7,9122,0,3,0,45.81818182,4.484848,2,8.748603352,288.3863498,24,66,80,53,1
175030,2,9122,1,0,0,43.60211268,4.605634,2,7.43853211,291.7632643,178,71,30,25,1
94057,0,9122,0,0,0,37.74603175,3.873016,2,7.510802469,239.3158391,81,63,33,49,0
94562,3,9122,0,0,0,40.04452055,4.027397,2,7.634102564,251.5271805,172,73,17,50,0
80873,5,9122,1,0,0,47.11111111,4.507937,2,8.510714286,308.616861,115,63,25,31,1
115653,14,9122,2,1,1,43.33214286,4.257143,2,7.769950739,262.5099288,224,70,58,24,1
141995,3,9122,0,1,1,38.98387097,3.951613,2,7.848484849,214.7339914,70,62,66,31,0
130574,5,9122,0,1,0,41.34545455,4.618182,2,7.367261905,213.9742651,126,55,64,53,0
63776,3,9122,2,0,0,34.44407895,3.355263,2,7.581666667,198.1229738,33,76,67,45,0
199085,5,9122,0,0,0,35.66071429,3.7,2,7.344350283,218.1180556,53,70,69,51,0
144895,8,9122,0,1,1,42.6969697,4.257576,2,7.748918919,236.1082756,135,66,55,38,0
32157,0,9122,0,3,0,44.9537037,4.12963,2,8.190666667,220.3478344,135,54,48,48,0
177908,26,9122,0,1,2,43.17045455,4.30303,2,7.71953125,267.275,101,66,55,22,1
151896,47,9122,1,0,0,42.81147541,4.180328,2,8.05625,236.7325589,145,61,51,19,0
40939,13,9122,1,0,0,42.91803279,4.229508,2,7.711176471,269.5234193,48,61,32,25,1
147107,37,9122,0,0,0,36.91071429,3.589286,2,8.08129771,158.4221653,100,56,56,47,0
155817,7,9122,1,0,0,41.34868421,4.421053,2,7.4475,287.0279553,102,76,48,48,1
148202,13,9122,0,1,1,40.19776119,4.074627,2,8.007102273,240.8120473,78,67,72,15,0
196205,18,9122,0,0,0,41.96186441,4.474576,2,7.525,203.0930021,177,59,55,35,0
184595,0,9122,0,1,2,35.29285714,3.714286,2,7.586176471,209.7255423,177,70,70,23,0
111169,6,9122,1,2,1,41.69921875,4,2,8.02748538,227.2716071,170,64,48,31,0
137002,0,9122,0,1,2,48.81854839,5.16129,2,8.258673469,316.4437865,81,62,23,39,1
192048,2,9122,1,1,2,44.22794118,4.117647,2,8.331793478,258.242678,125,68,60,50,0
45239,4,9122,1,2,2,42.68656716,4.477612,2,7.819633508,258.9660811,119,67,50,15,0
25751,8,9122,2,1,0,41.71875,4.361111,2,7.736428571,273.7344593,116,72,30,35,1
39405,13,9122,1,1,2,38.31716418,4.238806,2,7.22826087,234.5217119,110,67,65,18,0
176998,13,9122,1,1,1,41.98863636,4.30303,2,7.370918367,245.8147941,86,66,57,42,0
105505,17,9122,1,0,0,48.73728814,4.745763,2,8.105913979,282.3749127,108,59,56,15,1
110134,13,9122,0,0,0,39.26612903,4.274194,2,6.948907104,262.6819812,34,62,24,28,1
70544,9,9122,0,0,0,44.32738095,4.785714,2,8.599565217,198.5927302,127,42,76,37,0
36832,14,9122,2,1,2,44.20205479,4.739726,2,7.116523605,331.9787782,173,73,39,49,1
77841,22,9122,0,1,2,39.08846154,3.707692,1,7.479705882,244.5476051,140,65,78,50,0
146127,2,9122,0,1,2,41.43650794,4.269841,2,7.126165803,258.9864865,30,63,43,50,0
77667,1,9122,0,0,0,35.95512821,3.692308,2,7.523969072,214.9308974,118,78,48,23,0
184434,31,9122,1,1,2,38.73387097,3.741935,2,8.322077922,222.0609133,156,62,54,20,0
197422,15,9122,1,3,0,38.99662162,4.216216,2,7.105251142,270.6101886,48,74,46,16,1
33345,32,9122,1,1,2,43.17578125,4.46875,2,7.887368421,272.7425096,115,64,60,51,1
91188,12,9122,1,0,0,35.61397059,3.867647,2,7.451461988,195.5109489,274,68,47,34,0
124194,5,9122,1,0,0,40.88181818,3.945455,2,7.541721854,205.418638,87,55,75,29,0
118293,13,9122,1,1,0,41.80737705,4.393443,2,7.706140351,222.8336221,225,61,80,42,0
197151,7,9122,0,0,0,35.78731343,3.80597,2,7.295977012,196.3103025,118,67,17,37,0
153315,18,9122,2,3,0,35.66326531,3.877551,1,7.992213115,151.0057028,119,49,55,34,0
53121,1,9122,0,1,4,36.67391304,3.797101,2,7.898285714,193.4951608,138,69,38,52,0
71414,4,9122,0,0,0,41.79225352,4.225352,2,7.411707317,282.5191046,30,71,62,28,1
122121,18,9122,0,0,0,44.80797101,4.42029,2,7.870048309,297.304213,86,69,56,55,1
179394,8,9122,0,0,0,38.5615942,3.913043,2,7.456593407,228.8617523,62,69,81,32,0
35894,26,9122,1,3,0,37.73369565,3.543478,2,7.968303571,181.0386207,140,46,71,23,0
