DAY_OF_WEEK,MENU_TYPE,TRUCK_BRAND_NAME,CITY,LOCATION,SHIFT,PROFIT
4,0,0,0,19,1,61.45
4,0,0,0,20,0,48.85
4,0,0,0,21,1,54.45
4,0,0,0,22,0,47.35
4,0,0,0,23,1,41.6
4,0,0,0,24,0,43.85
4,0,0,0,25,1,57.45
4,0,0,0,26,0,43.6
4,0,0,0,27,1,64.45
4,0,0,0,28,0,58.1
4,0,0,0,29,1,58.1
4,0,0,0,30,0,51.7
4,0,0,0,11,1,55.7
4,0,0,0,31,0,50.6
4,0,0,0,32,1,49.85
4,0,0,0,33,0,50.6
4,0,0,0,34,1,54.85
4,0,0,0,35,0,47.85
4,0,0,0,36,1,45.6
4,0,0,0,37,0,45.85
4,0,0,0,38,1,69.2
4,0,0,0,39,0,55.95
4,0,0,0,40,1,49.85
4,0,0,0,41,0,51.95
4,0,0,0,31,1,62.95
4,0,0,0,42,0,49.6
4,0,0,0,43,1,57.45
4,0,0,0,44,0,55.45
4,0,0,0,45,1,60.2
4,0,0,0,46,0,48.35
4,0,0,0,32,1,44.7
4,0,0,0,47,0,51.55
4,0,0,0,48,1,57.2
4,1,1,0,23,0,59.6
4,1,1,0,49,1,39.25
4,0,0,0,50,0,49.95
4,0,0,0,51,1,54.6
4,1,1,0,52,0,52.25
4,1,1,0,53,1,61.6
4,0,0,0,54,0,48.1
4,0,0,0,55,1,58.55
4,1,1,0,56,0,46.25
4,1,1,0,57,1,63.8
4,0,0,0,58,0,47.95
4,0,0,0,59,1,56.1
4,1,1,0,60,0,45.35
4,1,1,0,61,1,51.1
4,0,0,0,62,0,47.35
4,0,0,0,63,1,56.7
4,1,1,0,64,0,41.15
4,1,1,0,27,1,48.75
4,0,0,0,65,0,33.6
4,0,0,0,66,1,48.1
4,1,1,0,67,0,47.5
4,1,1,0,68,1,48.65
4,0,0,0,69,0,55.1
4,0,0,0,70,1,57.35
4,1,1,0,71,0,39.25
4,1,1,0,72,1,54.5
4,0,0,0,73,0,54.95
4,0,0,0,74,1,46.95
4,1,1,0,50,0,45
4,1,1,0,75,1,40.25
4,0,0,0,63,0,50.1
4,0,0,0,5,1,55.2
4,1,1,0,76,0,54.5
4,1,1,0,77,1,49.6
4,0,0,0,78,0,55.35
4,0,0,0,79,1,61.7
4,1,1,0,80,0,45.15
4,1,1,0,81,1,50.9
4,0,0,0,82,0,52.85
4,0,0,0,83,1,60.85
4,1,1,0,84,0,43.85
4,1,1,0,85,1,53.15
4,0,0,0,48,0,37.85
4,0,0,0,86,1,52.7
4,1,1,0,87,0,62.9
4,1,1,0,88,1,60.6
4,0,0,0,89,0,47.85
4,0,0,0,90,1,59.1
4,1,1,0,91,0,54.05
4,1,1,0,92,1,46.1
4,0,0,0,33,0,53.7
4,0,0,0,93,1,57.7
4,1,1,0,20,0,54.4
4,1,1,0,94,1,54.6
4,0,0,0,95,0,57.45
4,0,0,0,96,1,51.2
4,1,1,0,66,0,45.1
4,1,1,0,97,1,53.75
4,0,0,0,98,0,53.95
4,0,0,0,99,1,55.45
4,1,1,0,100,0,37.75
4,1,1,0,66,1,52
4,0,0,0,82,0,51.35
4,0,0,0,101,1,51.85
4,1,1,0,102,0,46
4,1,1,0,87,1,47.4
4,0,0,0,103,0,56.95
4,0,0,0,35,1,50.2
4,1,1,0,104,0,46
4,1,1,0,105,1,50.9
4,0,0,0,106,0,42
4,0,0,0,90,1,58.1
4,1,1,0,107,0,42.65
4,1,1,0,108,1,46
4,0,0,0,109,0,45.5
4,0,0,0,21,1,51.85
4,1,1,0,110,0,50.5
4,1,1,0,111,1,41.7
4,0,0,0,112,0,54.95
4,0,0,0,113,1,50.95
4,1,1,0,114,0,53.75
4,1,1,0,115,1,59.5
4,0,0,0,116,0,50.2
4,0,0,0,117,1,63.2
4,1,1,0,118,0,49.6
4,1,1,0,119,1,45.05
4,0,0,0,21,0,46.45
4,0,0,0,120,1,45.45
4,1,1,0,121,0,37.55
4,1,1,0,122,1,45.1
4,0,0,0,123,0,49.7
4,0,0,0,124,1,57.7
4,1,1,0,20,0,47.6
4,1,1,0,12,1,48.85
4,0,0,0,125,0,46.35
4,0,0,0,126,1,53.45
4,1,1,0,118,0,46.25
4,1,1,0,127,1,42.85
4,0,0,0,36,0,53.1
4,0,0,0,105,1,48.1
4,1,1,0,128,0,57
4,1,1,0,93,1,47.25
4,0,0,0,96,0,53.1
4,0,0,0,129,1,50.95
4,1,1,0,60,0,55.4
4,1,1,0,130,1,59.35
4,0,0,0,121,0,43.6
4,0,0,0,0,1,54.35
4,2,2,0,127,0,72
4,2,2,0,131,1,67
4,1,1,0,132,0,47.3
4,1,1,0,133,1,48.6
4,0,0,0,134,0,48.45
4,0,0,0,135,1,51.1
4,2,2,0,136,0,63
4,2,2,0,137,1,72.25
4,1,1,0,47,0,47.85
4,1,1,0,138,1,50
4,0,0,0,50,0,48.7
4,0,0,0,39,1,46.85
4,2,2,0,118,0,72.25
4,2,2,0,90,1,82.5
4,1,1,0,139,0,40.95
4,1,1,0,140,1,56.2
4,0,0,0,93,0,42.7
4,0,0,0,141,1,43.6
4,2,2,0,116,0,87.75
4,2,2,0,142,1,74.5
4,1,1,0,32,0,44
4,1,1,0,53,1,40.1
4,0,0,0,105,0,56.1
4,0,0,0,143,1,60.45
4,2,2,0,50,0,73.5
4,2,2,0,119,1,91
4,1,1,0,130,0,44.85
4,1,1,0,39,1,52
4,0,0,0,99,0,44.2
4,0,0,0,144,1,56.1
4,2,2,0,145,0,63
4,2,2,0,86,1,65.5
4,1,1,0,136,0,46.35
4,1,1,0,146,1,50.15
4,0,0,0,43,0,48.95
4,0,0,0,147,1,48.6
4,2,2,0,148,0,64
4,2,2,0,97,1,74.25
4,1,1,0,149,0,52.4
4,1,1,0,150,1,45.25
4,0,0,0,151,0,49.1
4,0,0,0,146,1,49.85
4,2,2,0,82,0,78.5
4,2,2,0,152,1,80.75
4,1,1,0,23,0,42.85
4,1,1,0,40,1,45.9
4,0,0,0,153,0,50.85
4,0,0,0,141,1,57.2
4,2,2,0,149,0,72.25
4,2,2,0,154,1,81
4,1,1,0,155,0,47.25
4,1,1,0,156,1,45.15
4,0,0,0,11,0,48.75
4,0,0,0,46,1,54.7
4,2,2,0,157,0,64.75
4,2,2,0,8,1,56.75
4,1,1,0,93,0,42.75
4,1,1,0,158,1,49.5
4,0,0,0,159,0,59.55
4,0,0,0,39,1,55.85
4,2,2,0,126,0,88.25
4,2,2,0,132,1,67.25
4,1,1,0,160,0,47.4
4,1,1,0,36,1,46.35
4,0,0,0,114,0,51.35
4,0,0,0,88,1,46.35
4,2,2,0,2,0,57.25
4,2,2,0,148,1,74.5
4,1,1,0,161,0,43.6
4,1,1,0,162,1,48.3
4,0,0,0,159,0,44.1
4,0,0,0,163,1,52.1
4,2,2,0,164,0,64.25
4,2,2,0,165,1,72.5
4,1,1,0,76,0,41.25
4,1,1,0,1,1,67.65
4,0,0,0,43,0,47.85
4,0,0,0,166,1,47.6
4,2,2,0,167,0,55.5
4,2,2,0,168,1,71
4,1,1,0,7,0,48.7
4,1,1,0,169,1,50.9
4,0,0,0,170,0,66.45
4,0,0,0,145,1,53.45
4,2,2,0,171,0,66.75
4,2,2,0,18,1,53.25
4,1,1,0,157,0,47.2
4,1,1,0,172,1,45.15
4,0,0,0,173,0,55.1
4,0,0,0,174,1,46.85
4,2,2,0,50,0,64.5
4,2,2,0,101,1,84
4,1,1,0,175,0,39.35
4,1,1,0,176,1,53
4,0,0,0,44,0,42.35
4,0,0,0,177,1,45.25
4,2,2,0,8,0,81
4,2,2,0,178,1,72.25
4,1,1,0,179,0,52.25
4,1,1,0,153,1,48.6
4,0,0,0,180,0,43.85
4,0,0,0,103,1,50.95
4,2,2,0,3,0,65.5
4,2,2,0,8,1,71.25
4,1,1,0,181,0,47.1
4,1,1,0,182,1,47.4
4,0,0,0,4,0,38.35
4,0,0,0,183,1,52.7
4,2,2,0,184,0,65.5
4,2,2,0,185,1,71.25
4,1,1,0,12,0,49.75
4,1,1,0,137,1,51.1
4,0,0,0,72,0,55.7
4,0,0,0,186,1,52.6
4,2,2,0,8,0,76
4,2,2,0,37,1,66.5
4,1,1,0,187,0,45.9
4,1,1,0,81,1,42.6
4,0,0,0,188,0,45.95
4,0,0,0,189,1,53.35
4,2,2,0,94,0,57
4,2,2,0,45,1,64
4,1,1,0,190,0,33.2
4,1,1,0,138,1,49.85
4,0,0,0,13,0,54.1
4,0,0,0,57,1,55.1
4,2,2,0,191,0,65.75
4,2,2,0,170,1,72.5
4,1,1,0,184,0,47.35
4,1,1,0,192,1,46
4,0,0,0,193,0,47.1
4,0,0,0,194,1,57.2
4,2,2,0,163,0,77.25
4,2,2,0,7,1,81.75
4,1,1,0,72,0,60.25
4,1,1,0,195,1,45.25
4,0,0,0,158,0,39.1
4,0,0,0,196,1,54.95
4,2,2,0,197,0,72
4,2,2,0,162,1,76.75
4,1,1,0,141,0,47.5
4,1,1,0,74,1,57
4,0,0,0,152,0,46.35
4,0,0,0,170,1,59.1
4,2,2,0,168,0,55
4,2,2,0,198,1,76
4,1,1,0,20,0,42.5
4,1,1,0,199,1,52.15
4,0,0,0,156,0,49.85
4,0,0,0,200,1,53.35
4,2,2,0,143,0,64.5
4,2,2,0,201,1,82.5
4,1,1,0,202,0,41.95
4,1,1,0,203,1,49.4
4,3,3,0,204,0,56.75
4,3,3,0,205,1,80.5
4,0,0,0,206,0,52.7
4,0,0,0,40,1,56.7
4,4,4,0,207,0,78
4,4,4,0,140,1,84
4,2,2,0,208,0,75.25
4,2,2,0,44,1,64.5
4,1,1,0,130,0,40.15
4,1,1,0,209,1,49.4
4,3,3,0,27,0,63
4,3,3,0,210,1,71.5
4,0,0,0,126,0,41.6
4,0,0,0,211,1,57.2
4,4,4,0,54,0,81.5
4,4,4,0,212,1,77.75
4,2,2,0,3,0,80.25
4,2,2,0,107,1,67.25
4,1,1,0,213,0,37.75
4,1,1,0,173,1,41.35
4,3,3,0,31,0,69.5
4,3,3,0,214,1,59.5
4,0,0,0,39,0,44.1
4,0,0,0,134,1,55.2
4,4,4,0,215,0,77.75
4,4,4,0,18,1,80.25
4,2,2,0,174,0,51.25
4,2,2,0,216,1,82
4,1,1,0,217,0,41.05
4,1,1,0,71,1,55.95
4,3,3,0,218,0,72
4,3,3,0,168,1,73.5
4,0,0,0,118,0,49.6
4,0,0,0,187,1,57.95
4,4,4,0,208,0,93.5
4,4,4,0,88,1,85.25
4,2,2,0,219,0,55
4,2,2,0,220,1,77
4,1,1,0,221,0,41.35
4,1,1,0,186,1,46.15
4,3,3,0,222,0,70
4,3,3,0,223,1,94.5
4,0,0,0,224,0,48.7
4,0,0,0,119,1,54.45
4,4,4,0,225,0,99.25
4,4,4,0,226,1,81.5
4,2,2,0,7,0,70.5
4,2,2,0,227,1,72.25
4,1,1,0,45,0,54.5
4,1,1,0,50,1,53.1
4,3,3,0,139,0,57
4,3,3,0,151,1,76.5
4,0,0,0,168,0,51.35
4,0,0,0,196,1,60.7
4,4,4,0,125,0,83.5
4,4,4,0,228,1,87.5
4,2,2,0,50,0,75.75
4,2,2,0,229,1,82.5
4,1,1,0,131,0,49.75
4,1,1,0,5,1,48.65
4,3,3,0,230,0,76.5
4,3,3,0,57,1,78.5
4,0,0,0,105,0,43.45
4,0,0,0,231,1,47.35
4,4,4,0,199,0,83.25
4,4,4,0,87,1,87.25
4,2,2,0,232,0,63.5
4,2,2,0,162,1,87.75
4,1,1,0,189,0,51.25
4,1,1,0,233,1,60.6
4,3,3,0,234,0,71.25
4,3,3,0,71,1,54.75
4,0,0,0,119,0,38.25
4,0,0,0,22,1,50.85
4,4,4,0,123,0,71.5
4,4,4,0,235,1,78.75
4,2,2,0,138,0,66
4,2,2,0,236,1,74.5
4,1,1,0,237,0,42.75
4,1,1,0,192,1,52.9
4,3,3,0,90,0,92.25
4,3,3,0,210,1,73.5
4,0,0,0,14,0,50.95
4,0,0,0,238,1,53.7
4,4,4,0,86,0,81.75
4,4,4,0,211,1,90.5
4,2,2,0,121,0,63.25
4,2,2,0,69,1,72.25
4,1,1,0,239,0,45
4,1,1,0,117,1,53.25
4,3,3,0,8,0,63.5
4,3,3,0,238,1,75
4,0,0,0,119,0,64.2
4,0,0,0,240,1,44.35
4,4,4,0,155,0,83.75
4,4,4,0,218,1,82
4,2,2,0,162,0,72.75
4,2,2,0,162,1,52.75
4,1,1,0,241,0,48.75
4,1,1,0,242,1,54.4
4,3,3,0,243,0,81
4,3,3,0,244,1,76
4,0,0,0,25,0,49.1
4,0,0,0,40,1,47.35
4,4,4,0,98,0,91
4,4,4,0,245,1,102.25
4,2,2,0,23,0,68.5
4,2,2,0,142,1,84
4,1,1,0,246,0,37.75
4,1,1,0,247,1,39.5
4,3,3,0,22,0,62.5
4,3,3,0,156,1,79.5
4,0,0,0,248,0,56.2
4,0,0,0,50,1,47.1
4,4,4,0,28,0,63.5
4,4,4,0,249,1,94.75
4,2,2,0,59,0,60.25
4,2,2,0,27,1,74.5
4,1,1,0,127,0,55.15
4,1,1,0,250,1,63.5
4,3,3,0,166,0,66.5
4,3,3,0,239,1,71
4,0,0,0,111,0,52.7
4,0,0,0,53,1,52.45
4,4,4,0,251,0,87.75
4,4,4,0,214,1,84.25
4,2,2,0,160,0,73
4,2,2,0,252,1,64.5
4,1,1,0,182,0,54.5
4,1,1,0,158,1,51.9
4,3,3,0,253,0,72.75
4,3,3,0,12,1,78.5
4,5,5,0,46,0,63.25
4,5,5,0,192,1,68
4,0,0,0,254,0,42.5
4,0,0,0,255,1,49.45
4,4,4,0,117,0,63.75
4,4,4,0,227,1,85.75
4,2,2,0,256,0,75
4,2,2,0,15,1,82.5
4,1,1,0,44,0,52.25
4,1,1,0,137,1,59.4
4,3,3,0,36,0,79.5
4,3,3,0,125,1,70.25
4,5,5,0,223,0,64.25
4,5,5,0,213,1,56.25
4,0,0,0,257,0,39.1
4,0,0,0,217,1,60.2
4,4,4,0,135,0,105.25
4,4,4,0,191,1,87.75
4,2,2,0,58,0,61.75
4,2,2,0,63,1,81
4,1,1,0,202,0,44.65
4,1,1,0,144,1,47.25
4,3,3,0,111,0,73.75
4,3,3,0,110,1,84.5
4,5,5,0,61,0,61.5
4,5,5,0,258,1,71.5
4,0,0,0,235,0,56.7
4,0,0,0,259,1,48.7
4,4,4,0,248,0,71.25
4,4,4,0,79,1,98
4,2,2,0,35,0,78.5
4,2,2,0,260,1,67.25
4,1,1,0,261,0,35.4
4,1,1,0,174,1,50.65
4,3,3,0,36,0,69.25
4,3,3,0,152,1,79.5
4,5,5,0,255,0,53.75
4,5,5,0,8,1,60.5
4,0,0,0,81,0,43.45
4,0,0,0,49,1,59.2
4,4,4,0,67,0,73
4,4,4,0,167,1,103.25
4,2,2,0,93,0,65.5
4,2,2,0,10,1,67
4,1,1,0,262,0,51.25
4,1,1,0,263,1,56.8
4,3,3,0,197,0,84.5
4,3,3,0,191,1,83.25
4,5,5,0,25,0,49.75
4,5,5,0,12,1,63
4,0,0,0,264,0,43.1
4,0,0,0,88,1,49.45
4,4,4,0,265,0,91.25
4,4,4,0,63,1,85.25
4,2,2,0,218,0,67.75
4,2,2,0,170,1,78.5
4,1,1,0,266,0,46.2
4,1,1,0,106,1,43.75
4,3,3,0,142,0,76.75
4,3,3,0,80,1,91
4,5,5,0,232,0,39.25
4,5,5,0,239,1,47.5
4,0,0,0,17,0,46.45
4,0,0,0,198,1,52.35
4,4,4,0,107,0,78.75
4,4,4,0,267,1,82.5
4,2,2,0,101,0,52.75
4,2,2,0,23,1,60.75
4,1,1,0,28,0,46.1
4,1,1,0,265,1,47.1
4,3,3,0,144,0,66.75
4,3,3,0,82,1,78.5
4,5,5,0,90,0,47.5
4,5,5,0,43,1,56
4,0,0,0,211,0,24.5
4,0,0,0,268,1,50.2
4,4,4,0,68,0,75.5
4,4,4,0,93,1,95.75
4,2,2,0,269,0,45.25
4,2,2,0,270,1,56.75
4,1,1,0,244,0,43.85
4,1,1,0,271,1,47.5
4,3,3,0,101,0,50.5
4,3,3,0,113,1,77.25
4,5,5,0,8,0,65.5
4,5,5,0,233,1,63
4,0,0,0,198,0,58.7
4,0,0,0,63,1,48.85
4,4,4,0,69,0,86.25
4,4,4,0,149,1,93.75
4,2,2,0,210,0,75.75
4,2,2,0,272,1,65
4,1,1,0,194,0,45.35
4,1,1,0,202,1,45.2
4,3,3,0,70,0,84.5
4,3,3,0,206,1,75
4,5,5,0,267,0,72
4,5,5,0,158,1,62.25
4,0,0,0,140,0,59.6
4,0,0,0,273,1,45.85
4,4,4,0,64,0,83.5
4,4,4,0,232,1,80.25
4,2,2,0,257,0,75
4,2,2,0,199,1,78.75
4,1,1,0,183,0,49.4
4,1,1,0,113,1,50.9
4,3,3,0,129,0,65
4,3,3,0,135,1,67.5
4,5,5,0,9,0,60.75
4,5,5,0,145,1,69
4,0,0,0,213,0,52.7
4,0,0,0,93,1,56.2
4,4,4,0,274,0,86.75
4,4,4,0,172,1,78
4,2,2,0,145,0,76.75
4,2,2,0,27,1,82.5
4,1,1,0,113,0,45
4,1,1,0,94,1,51.1
4,3,3,0,244,0,66.25
4,3,3,0,20,1,68.75
4,5,5,0,138,0,55.75
4,5,5,0,40,1,62
4,0,0,0,119,0,39.1
4,0,0,0,204,1,33.85
4,4,4,0,275,0,56
4,4,4,0,231,1,63.25
4,2,2,0,276,0,90.25
4,2,2,0,178,1,73.5
4,1,1,0,89,0,54.7
4,1,1,0,173,1,59.5
4,3,3,0,204,0,81.75
4,3,3,0,242,1,80.25
4,5,5,0,277,0,63.25
4,5,5,0,248,1,56.75
4,0,0,0,278,0,49.1
4,0,0,0,190,1,55.45
4,4,4,0,32,0,77.75
4,4,4,0,226,1,89.25
4,2,2,0,199,0,81.75
4,2,2,0,28,1,64
4,1,1,0,24,0,42.5
4,1,1,0,165,1,47.6
4,3,3,0,133,0,57
4,3,3,0,149,1,72.25
4,5,5,0,244,0,65.5
4,5,5,0,248,1,53.75
4,0,0,0,176,0,45.35
4,0,0,0,167,1,48.85
4,4,4,0,127,0,82.5
4,4,4,0,279,1,78.25
4,2,2,0,202,0,68.25
4,2,2,0,102,1,75
4,6,6,0,18,0,41
4,6,6,0,130,1,51.25
4,1,1,0,280,0,46.7
4,1,1,0,106,1,44.9
4,7,7,0,255,0,54.75
4,7,7,0,281,1,50.5
4,3,3,0,205,0,63.75
4,3,3,0,223,1,74
4,5,5,0,163,0,65.5
4,5,5,0,229,1,65.5
4,8,8,0,282,0,62.25
4,8,8,0,123,1,55.25
4,0,0,0,278,0,50.35
4,0,0,0,194,1,51.1
4,4,4,0,132,0,86.25
4,4,4,0,115,1,99.5
4,2,2,0,38,0,55.25
4,2,2,0,283,1,72.5
4,6,6,0,209,0,51.25
4,6,6,0,229,1,57
4,1,1,0,112,0,47.25
4,1,1,0,129,1,52.35
4,7,7,0,202,0,41.25
4,7,7,0,176,1,63.75
4,3,3,0,66,0,67.5
4,3,3,0,284,1,83.25
4,5,5,0,239,0,56
4,5,5,0,271,1,57.5
4,8,8,0,265,0,53.5
4,8,8,0,285,1,69.75
4,0,0,0,273,0,48.7
4,0,0,0,286,1,51.95
4,4,4,0,220,0,88.75
4,4,4,0,210,1,88.5
4,2,2,0,287,0,72.25
4,2,2,0,223,1,82.25
4,6,6,0,134,0,56.5
4,6,6,0,167,1,51
4,1,1,0,288,0,59.8
4,1,1,0,37,1,44.9
4,7,7,0,217,0,47.25
4,7,7,0,222,1,69.25
4,3,3,0,58,0,75.25
4,3,3,0,43,1,94.25
4,5,5,0,80,0,60.75
4,5,5,0,204,1,77.5
4,8,8,0,50,0,55.5
4,8,8,0,188,1,50.5
4,0,0,0,75,0,58.95
4,0,0,0,289,1,52.85
4,4,4,0,189,0,96.25
4,4,4,0,79,1,96.75
4,2,2,0,154,0,64.5
4,2,2,0,290,1,78.5
4,6,6,0,137,0,42
4,6,6,0,134,1,54
4,1,1,0,291,0,48.4
4,1,1,0,292,1,52.35
4,7,7,0,232,0,50.5
4,7,7,0,218,1,57.75
4,3,3,0,174,0,60.25
4,3,3,0,70,1,70.25
4,5,5,0,84,0,39.5
4,5,5,0,293,1,58.5
4,8,8,0,294,0,44.75
4,8,8,0,132,1,58.25
4,0,0,0,220,0,50.45
4,0,0,0,48,1,46.85
4,4,4,0,94,0,90.25
4,4,4,0,85,1,82.75
4,2,2,0,202,0,78.75
4,2,2,0,295,1,74.25
4,6,6,0,10,0,47
4,6,6,0,296,1,57.75
4,1,1,0,259,0,42.65
4,1,1,0,50,1,47.3
4,7,7,0,202,0,49.75
4,7,7,0,297,1,80.75
4,3,3,0,14,0,84.75
4,3,3,0,245,1,69.5
4,5,5,0,100,0,66.75
4,5,5,0,227,1,62
4,8,8,0,33,0,60
4,8,8,0,281,1,55
4,0,0,0,36,0,46.35
4,0,0,0,104,1,61.95
4,4,4,0,209,0,66.75
4,4,4,0,133,1,79.5
4,2,2,0,236,0,71.25
4,2,2,0,276,1,87.75
4,6,6,0,105,0,48.75
4,6,6,0,261,1,49.25
4,1,1,0,39,0,53.2
4,1,1,0,258,1,46.35
4,7,7,0,298,0,60.5
4,7,7,0,119,1,53
4,3,3,0,123,0,77
4,3,3,0,73,1,83.5
4,5,5,0,240,0,77
4,5,5,0,39,1,64.5
4,8,8,0,180,0,60.5
4,8,8,0,122,1,62.5
4,0,0,0,0,0,47.35
4,0,0,0,128,1,58.95
4,4,4,0,138,0,88.75
4,4,4,0,292,1,108.5
4,2,2,0,8,0,67.25
4,2,2,0,298,1,76
4,6,6,0,27,0,51
4,6,6,0,126,1,53.5
4,1,1,0,88,0,45.45
4,1,1,0,268,1,51.8
4,7,7,0,36,0,46.25
4,7,7,0,189,1,60
4,3,3,0,21,0,73.75
4,3,3,0,192,1,76
4,5,5,0,208,0,52.25
4,5,5,0,299,1,64.5
4,8,8,0,300,0,59.5
4,8,8,0,197,1,58.25
4,0,0,0,291,0,56.7
4,0,0,0,236,1,61.35
4,4,4,0,74,0,90
4,4,4,0,85,1,85.25
4,2,2,0,301,0,71
4,2,2,0,82,1,64.75
4,6,6,0,48,0,40.75
4,6,6,0,302,1,47
4,1,1,0,260,0,55.65
4,1,1,0,210,1,48.25
4,7,7,0,59,0,62
4,7,7,0,169,1,43.25
4,3,3,0,79,0,61.25
4,3,3,0,0,1,64.25
4,5,5,0,40,0,70
4,5,5,0,6,1,46.75
4,8,8,0,181,0,49.5
4,8,8,0,257,1,60.5
4,0,0,0,303,0,58.85
4,0,0,0,32,1,56.1
4,4,4,0,274,0,70.25
4,4,4,0,219,1,97
4,2,2,0,276,0,77.75
4,2,2,0,150,1,67
4,6,6,0,243,0,46.75
4,6,6,0,121,1,35.5
4,1,1,0,50,0,49.5
4,1,1,0,239,1,49.4
4,7,7,0,89,0,65.5
4,7,7,0,57,1,66.5
4,3,3,0,119,0,76
4,3,3,0,208,1,59
4,5,5,0,304,0,65.25
4,5,5,0,304,1,53.75
4,8,8,0,135,0,56.5
4,8,8,0,23,1,62.75
4,0,0,0,169,0,55.45
4,0,0,0,266,1,56.6
4,4,4,0,286,0,74.25
4,4,4,0,172,1,84
4,2,2,0,305,0,64
4,2,2,0,40,1,73
4,6,6,0,102,0,44.5
4,6,6,0,98,1,48.5
4,1,1,0,54,0,34.25
4,1,1,0,28,1,54.4
4,7,7,0,280,0,56.5
4,7,7,0,285,1,62
4,3,3,0,168,0,79.25
4,3,3,0,47,1,84.5
4,5,5,0,47,0,62
4,5,5,0,306,1,82.25
4,8,8,0,104,0,52.5
4,8,8,0,105,1,59.5
4,0,0,0,307,0,54.1
4,0,0,0,171,1,61.7
4,4,4,0,179,0,79.25
4,4,4,0,236,1,83
4,2,2,0,95,0,52.75
4,2,2,0,71,1,80.25
4,6,6,0,294,0,47.25
4,6,6,0,124,1,48.5
4,1,1,0,308,0,48.85
4,1,1,0,197,1,48.65
4,7,7,0,260,0,57
4,7,7,0,27,1,60.25
4,3,3,0,105,0,79.75
4,3,3,0,149,1,73.25
4,5,5,0,45,0,54.5
4,5,5,0,161,1,76
4,8,8,0,230,0,51
4,8,8,0,204,1,60.5
4,0,0,0,2,0,46.6
4,0,0,0,279,1,46.6
4,4,4,0,194,0,89.5
4,4,4,0,136,1,80.75
4,2,2,0,253,0,69.75
4,2,2,0,175,1,74
4,6,6,0,111,0,48.5
4,6,6,0,69,1,46
4,1,1,0,23,0,47.5
4,1,1,0,237,1,59.65
4,7,7,0,254,0,46.75
4,7,7,0,202,1,64
4,3,3,0,62,0,72.5
4,3,3,0,134,1,92.5
4,5,5,0,260,0,71.5
4,5,5,0,182,1,70.5
4,8,8,0,216,0,47
4,8,8,0,309,1,43.75
4,0,0,0,310,0,46.6
4,0,0,0,217,1,51.35
4,4,4,0,198,0,92.5
4,4,4,0,108,1,96
4,2,2,0,101,0,80.5
4,2,2,0,83,1,81.5
4,6,6,0,78,0,43.75
4,6,6,0,16,1,44.5
4,1,1,0,311,0,49.95
4,1,1,0,8,1,44.85
4,7,7,0,211,0,50.75
4,7,7,0,116,1,66
4,3,3,0,274,0,67.75
4,3,3,0,221,1,73.5
4,5,5,0,184,0,63.25
4,5,5,0,275,1,61.75
4,8,8,0,234,0,56.5
4,8,8,0,206,1,58.75
4,0,0,0,111,0,42.85
4,0,0,0,312,1,60.45
4,4,4,0,80,0,71.5
4,4,4,0,266,1,97.25
4,2,2,0,44,0,65
4,2,2,0,242,1,77
4,6,6,0,313,0,39.5
4,6,6,0,269,1,47
4,1,1,0,27,0,55.5
4,1,1,0,145,1,50
